timestamp,device_id,firmware_version,temperature,humidity,voltage,current_draw,signal_strength,error_code,status
2026-07-21 07:40:08,DEV-002,v2.0.1,18.47,35.07,4.19,1.83,-56,E500,OK
2026-07-21 07:40:09,DEV-002,v1.1.0,57.69,47.26,4.35,0.99,-30,E00,CRITICAL
2026-07-21 07:40:10,DEV-010,v2.0.1,17.66,42.09,4.33,0.62,-67,E00,ERROR
2026-07-21 07:40:11,DEV-002,v2.0.1,88.68,49.06,4.26,1.45,-100,E202,CRITICAL
2026-07-21 07:40:12,DEV-016,v1.0.2,54.77,39.36,3.42,0.41,-46,E101,ERROR
2026-07-21 07:40:13,DEV-017,v1.1.0,39.37,57.61,3.7,1.94,-42,E202,ERROR
2026-07-21 07:40:14,DEV-002,v2.0.1,70.91,80.47,3.21,2.32,-71,E202,ERROR
2026-07-21 07:40:15,DEV-010,v1.1.0,70.11,77.51,4.69,2.47,-89,E404,OK
2026-07-21 07:40:16,DEV-010,v1.0.2,34.2,55.56,4.22,1.3,-31,E202,CRITICAL
2026-07-21 07:40:17,DEV-002,v1.0.2,51.99,85.61,3.57,0.86,-100,E500,CRITICAL
2026-07-21 07:40:18,DEV-004,v1.1.0,88.64,31.84,3.66,2.26,-40,E500,OK
2026-07-21 07:40:19,DEV-019,v2.0.1,54.73,81.78,4.3,2.16,-45,E00,CRITICAL
2026-07-21 07:40:20,DEV-006,v1.0.2,89.86,40.59,4.69,1.27,-79,E00,WARN
2026-07-21 07:40:21,DEV-018,v1.1.0,39.6,75.02,4.12,1.8,-30,E202,WARN
2026-07-21 07:40:22,DEV-004,v1.0.2,71.83,70.42,4.16,1.72,-71,E101,OK
2026-07-21 07:40:23,DEV-013,v1.0.2,69.13,75.77,4.67,0.59,-88,E404,OK
2026-07-21 07:40:24,DEV-018,v2.0.1,94.56,68.99,3.48,1.53,-83,E00,WARN
2026-07-21 07:40:25,DEV-016,v1.0.2,26.75,81.15,4.63,1.1,-42,E101,OK
2026-07-21 07:40:26,DEV-010,v2.0.1,50.34,80.47,4.81,1.63,-84,E500,CRITICAL
2026-07-21 07:40:27,DEV-010,v2.0.1,57.9,70.37,3.45,0.85,-44,E101,CRITICAL
2026-07-21 07:40:28,DEV-012,v1.0.2,44.8,70.86,3.69,1.9,-64,E101,ERROR
2026-07-21 07:40:29,DEV-014,v1.0.2,51.71,78.8,4.95,0.84,-53,E404,CRITICAL
2026-07-21 07:40:30,DEV-010,v2.0.1,76.23,36.74,4.93,0.36,-33,E500,ERROR
2026-07-21 07:40:31,DEV-013,v1.0.2,59.35,46.75,4.26,2.33,-57,E500,OK
2026-07-21 07:40:32,DEV-006,v1.0.2,63.83,42.08,4.98,1.26,-78,E00,WARN
2026-07-21 07:40:33,DEV-018,v1.1.0,48.47,45.0,3.64,1.49,-53,E101,WARN
2026-07-21 07:40:34,DEV-011,v1.1.0,74.19,45.76,4.52,2.42,-67,E00,WARN
2026-07-21 07:40:35,DEV-002,v1.1.0,66.01,54.22,3.99,1.85,-88,E202,WARN
2026-07-21 07:40:36,DEV-017,v1.0.2,52.1,30.1,4.5,1.27,-37,E00,WARN
2026-07-21 07:40:37,DEV-012,v1.0.2,61.2,79.33,4.66,1.0,-73,E202,CRITICAL
2026-07-21 07:40:38,DEV-009,v1.0.2,59.18,31.03,3.95,0.62,-46,E500,OK
2026-07-21 07:40:39,DEV-001,v2.0.1,91.91,46.97,4.15,2.21,-56,E101,WARN
2026-07-21 07:40:40,DEV-008,v2.0.1,60.46,65.57,4.56,1.61,-74,E202,OK
2026-07-21 07:40:41,DEV-010,v2.0.1,27.66,68.69,3.51,1.77,-80,E202,OK
2026-07-21 07:40:42,DEV-006,v2.0.1,61.75,77.66,3.31,2.17,-46,E500,OK
2026-07-21 07:40:43,DEV-005,v2.0.1,62.48,84.12,4.91,1.8,-56,E202,WARN
2026-07-21 07:40:44,DEV-009,v1.1.0,52.56,49.57,4.97,1.53,-90,E500,OK
2026-07-21 07:40:45,DEV-017,v1.1.0,88.72,73.78,3.3,2.02,-65,E00,ERROR
2026-07-21 07:40:46,DEV-010,v1.0.2,74.61,64.1,4.07,1.07,-81,E101,OK
2026-07-21 07:40:47,DEV-002,v1.0.2,89.71,54.15,4.45,1.13,-80,E500,WARN
2026-07-21 07:40:48,DEV-018,v2.0.1,71.03,55.01,3.26,1.12,-80,E00,CRITICAL
2026-07-21 07:40:49,DEV-014,v1.0.2,54.14,66.96,3.95,1.48,-83,E202,CRITICAL
2026-07-21 07:40:50,DEV-013,v2.0.1,63.52,63.48,3.72,0.2,-79,E500,CRITICAL
2026-07-21 07:40:51,DEV-019,v1.0.2,67.13,76.11,4.2,0.37,-58,E404,OK
2026-07-21 07:40:52,DEV-001,v1.1.0,43.98,82.55,4.32,2.03,-38,E101,OK
2026-07-21 07:40:53,DEV-013,v2.0.1,71.04,87.62,3.21,0.28,-64,E202,OK
2026-07-21 07:40:54,DEV-009,v2.0.1,31.28,61.25,4.35,1.5,-58,E404,WARN
2026-07-21 07:40:55,DEV-004,v1.1.0,77.86,81.75,3.81,0.31,-72,E00,WARN
2026-07-21 07:40:56,DEV-006,v1.0.2,60.97,34.4,4.95,1.75,-72,E202,ERROR
2026-07-21 07:40:57,DEV-015,v1.1.0,44.31,72.96,4.87,0.57,-33,E101,ERROR
2026-07-21 07:40:58,DEV-006,v1.1.0,30.37,73.26,4.43,1.17,-95,E202,OK
2026-07-21 07:40:59,DEV-007,v1.1.0,18.95,67.35,4.88,2.09,-47,E00,CRITICAL
2026-07-21 07:41:00,DEV-004,v1.0.2,33.6,64.23,3.15,1.15,-54,E404,OK
2026-07-21 07:41:01,DEV-010,v1.0.2,47.42,38.67,3.84,2.38,-53,E500,CRITICAL
2026-07-21 07:41:02,DEV-002,v2.0.1,77.73,76.1,3.37,2.37,-48,E404,WARN
2026-07-21 07:41:03,DEV-006,v1.0.2,52.38,69.23,3.98,0.62,-63,E101,WARN
2026-07-21 07:41:04,DEV-015,v1.0.2,88.27,52.11,3.57,1.23,-50,E00,WARN
2026-07-21 07:41:05,DEV-016,v2.0.1,55.11,65.45,3.5,0.8,-66,E500,OK
2026-07-21 07:41:06,DEV-009,v2.0.1,18.24,61.09,4.08,1.67,-97,E404,WARN
2026-07-21 07:41:07,DEV-002,v2.0.1,23.24,81.71,4.95,0.58,-94,E101,ERROR
2026-07-21 07:41:08,DEV-004,v2.0.1,92.3,84.45,4.17,1.66,-70,E00,WARN
2026-07-21 07:41:09,DEV-006,v1.1.0,80.4,35.28,3.19,0.51,-87,E202,OK
2026-07-21 07:41:10,DEV-019,v1.0.2,35.58,58.99,3.22,2.34,-77,E00,WARN
2026-07-21 07:41:11,DEV-009,v1.0.2,31.75,54.82,3.44,0.86,-62,E404,ERROR
2026-07-21 07:41:12,DEV-006,v1.0.2,35.92,53.33,4.76,0.12,-80,E00,OK
2026-07-21 07:41:13,DEV-017,v1.0.2,94.66,56.71,4.78,0.34,-76,E500,WARN
2026-07-21 07:41:14,DEV-015,v2.0.1,82.35,87.61,3.36,0.34,-75,E00,CRITICAL
2026-07-21 07:41:15,DEV-008,v1.1.0,21.21,79.18,4.28,1.72,-61,E202,ERROR
2026-07-21 07:41:16,DEV-005,v2.0.1,15.23,36.22,4.54,0.84,-98,E00,CRITICAL
2026-07-21 07:41:17,DEV-013,v2.0.1,70.41,44.1,3.65,0.15,-93,E404,WARN
2026-07-21 07:41:18,DEV-002,v2.0.1,44.94,64.6,4.88,0.14,-99,E202,CRITICAL
