timestamp,device_id,firmware_version,temperature,humidity,voltage,current_draw,signal_strength,error_code,status
2026-07-21 07:40:08,DEV-001,v1.0.2,47.49,55.85,3.4,0.39,-80,E500,ERROR
2026-07-21 07:40:09,DEV-012,v2.0.1,56.89,80.46,3.66,1.69,-86,E202,CRITICAL
2026-07-21 07:40:10,DEV-003,v2.0.1,63.48,31.97,3.89,2.41,-50,E101,CRITICAL
2026-07-21 07:40:11,DEV-016,v1.1.0,85.75,52.15,3.81,1.08,-35,E00,OK
2026-07-21 07:40:12,DEV-006,v2.0.1,61.03,85.06,3.54,1.59,-100,E404,WARN
2026-07-21 07:40:13,DEV-020,v1.1.0,85.26,38.53,3.21,0.23,-59,E202,CRITICAL
2026-07-21 07:40:14,DEV-001,v2.0.1,32.32,58.65,3.61,1.32,-74,E101,ERROR
2026-07-21 07:40:15,DEV-011,v2.0.1,28.07,46.41,4.15,2.26,-38,E202,ERROR
2026-07-21 07:40:16,DEV-006,v1.1.0,33.32,36.46,4.78,1.66,-81,E404,WARN
2026-07-21 07:40:17,DEV-006,v1.1.0,47.4,51.19,4.04,1.46,-90,E404,CRITICAL
2026-07-21 07:40:18,DEV-012,v2.0.1,69.86,34.59,3.74,1.02,-66,E00,WARN
2026-07-21 07:40:19,DEV-008,v1.1.0,43.8,84.71,4.68,1.09,-79,E00,CRITICAL
2026-07-21 07:40:20,DEV-019,v2.0.1,63.47,60.14,3.36,2.01,-66,E404,ERROR
2026-07-21 07:40:21,DEV-015,v1.1.0,37.98,48.59,4.91,2.28,-52,E101,ERROR
2026-07-21 07:40:22,DEV-011,v2.0.1,72.9,31.99,4.48,0.32,-90,E101,OK
2026-07-21 07:40:23,DEV-010,v1.1.0,39.37,74.86,4.41,1.77,-50,E500,ERROR
2026-07-21 07:40:24,DEV-002,v2.0.1,27.14,40.36,4.92,1.9,-55,E202,CRITICAL
2026-07-21 07:40:25,DEV-020,v1.1.0,27.19,54.78,3.63,1.4,-81,E101,WARN
2026-07-21 07:40:26,DEV-016,v1.1.0,50.42,30.06,4.0,1.21,-74,E500,CRITICAL
2026-07-21 07:40:27,DEV-018,v2.0.1,49.23,71.06,4.17,1.75,-82,E202,ERROR
2026-07-21 07:40:28,DEV-015,v1.1.0,73.93,48.79,4.65,0.23,-74,E00,CRITICAL
2026-07-21 07:40:29,DEV-001,v2.0.1,44.16,66.73,3.37,0.11,-62,E00,OK
2026-07-21 07:40:30,DEV-012,v1.1.0,88.16,84.72,3.73,1.59,-41,E500,WARN
2026-07-21 07:40:31,DEV-018,v1.1.0,60.1,38.92,4.83,0.29,-71,E500,WARN
2026-07-21 07:40:32,DEV-008,v2.0.1,78.55,63.13,3.36,1.88,-37,E202,CRITICAL
2026-07-21 07:40:33,DEV-015,v1.0.2,57.41,39.89,3.43,1.46,-48,E500,ERROR
2026-07-21 07:40:34,DEV-008,v2.0.1,57.23,62.93,3.88,1.29,-30,E00,WARN
2026-07-21 07:40:35,DEV-006,v2.0.1,71.23,77.04,3.67,2.23,-49,E101,WARN
2026-07-21 07:40:36,DEV-008,v1.1.0,42.15,75.63,4.84,0.17,-62,E101,ERROR
2026-07-21 07:40:37,DEV-005,v2.0.1,23.15,49.63,4.68,1.86,-77,E404,ERROR
2026-07-21 07:40:38,DEV-012,v1.0.2,92.97,60.41,3.49,0.52,-30,E101,WARN
2026-07-21 07:40:39,DEV-014,v1.0.2,42.37,44.31,4.3,2.46,-92,E500,CRITICAL
2026-07-21 07:40:40,DEV-015,v2.0.1,59.29,76.55,4.63,0.14,-50,E101,OK
2026-07-21 07:40:41,DEV-004,v2.0.1,41.19,77.89,4.52,0.64,-80,E00,ERROR
2026-07-21 07:40:42,DEV-018,v1.0.2,66.5,70.98,4.26,1.87,-50,E00,OK
2026-07-21 07:40:43,DEV-008,v1.1.0,41.24,88.43,4.5,0.99,-77,E202,ERROR
2026-07-21 07:40:44,DEV-001,v2.0.1,54.03,84.05,4.06,1.87,-37,E101,OK
2026-07-21 07:40:45,DEV-016,v1.1.0,51.03,59.08,4.79,0.41,-93,E202,ERROR
2026-07-21 07:40:46,DEV-016,v1.1.0,74.65,49.53,3.75,1.29,-99,E101,OK
2026-07-21 07:40:47,DEV-009,v1.0.2,91.42,32.08,3.23,0.41,-54,E00,WARN
2026-07-21 07:40:48,DEV-010,v1.1.0,60.13,87.06,3.46,0.46,-90,E101,CRITICAL
2026-07-21 07:40:49,DEV-011,v1.0.2,76.33,74.48,3.69,2.36,-42,E404,CRITICAL
2026-07-21 07:40:50,DEV-007,v1.0.2,70.51,62.01,4.65,2.15,-85,E101,CRITICAL
2026-07-21 07:40:51,DEV-011,v1.1.0,24.67,83.4,3.95,1.93,-93,E101,WARN
2026-07-21 07:40:52,DEV-002,v1.0.2,45.3,51.12,3.57,1.82,-53,E00,CRITICAL
2026-07-21 07:40:53,DEV-009,v1.0.2,31.44,83.66,3.29,0.12,-68,E500,OK
2026-07-21 07:40:54,DEV-011,v1.1.0,23.3,64.14,3.73,1.16,-39,E202,ERROR
2026-07-21 07:40:55,DEV-011,v2.0.1,87.43,81.02,3.12,1.22,-51,E101,WARN
2026-07-21 07:40:56,DEV-013,v1.1.0,52.36,60.8,4.01,0.77,-87,E404,CRITICAL
2026-07-21 07:40:57,DEV-020,v1.1.0,91.7,66.01,4.95,1.91,-83,E202,OK
2026-07-21 07:40:58,DEV-001,v2.0.1,92.73,56.68,4.33,1.36,-98,E101,CRITICAL
2026-07-21 07:40:59,DEV-020,v2.0.1,54.18,86.09,4.27,1.13,-57,E101,OK
2026-07-21 07:41:00,DEV-018,v1.0.2,71.64,85.39,3.36,0.43,-31,E404,CRITICAL
2026-07-21 07:41:01,DEV-011,v1.1.0,15.7,85.04,3.69,0.48,-98,E500,CRITICAL
2026-07-21 07:41:02,DEV-011,v2.0.1,35.34,79.55,3.84,2.24,-77,E404,CRITICAL
2026-07-21 07:41:03,DEV-011,v1.0.2,89.07,81.43,3.34,2.13,-40,E404,WARN
2026-07-21 07:41:04,DEV-008,v1.0.2,34.58,61.09,3.52,1.87,-63,E101,CRITICAL
2026-07-21 07:41:05,DEV-017,v1.0.2,39.35,52.57,4.52,1.67,-55,E404,WARN
2026-07-21 07:41:06,DEV-010,v1.0.2,76.28,72.44,3.33,1.23,-65,E101,CRITICAL
2026-07-21 07:41:07,DEV-004,v1.1.0,50.72,78.31,3.8,1.27,-83,E404,CRITICAL
2026-07-21 07:41:08,DEV-017,v1.0.2,32.94,71.19,4.9,0.27,-46,E500,OK
2026-07-21 07:41:09,DEV-003,v2.0.1,75.74,37.42,4.07,0.4,-52,E500,OK
2026-07-21 07:41:10,DEV-013,v2.0.1,94.73,35.82,4.24,1.56,-55,E500,OK
2026-07-21 07:41:11,DEV-016,v1.1.0,23.19,77.68,3.78,0.45,-60,E101,OK
2026-07-21 07:41:12,DEV-017,v2.0.1,42.1,61.58,4.79,1.58,-45,E101,CRITICAL
2026-07-21 07:41:13,DEV-001,v1.1.0,28.1,31.12,3.68,0.76,-39,E202,CRITICAL
2026-07-21 07:41:14,DEV-008,v2.0.1,15.64,89.51,4.17,1.47,-79,E00,ERROR
2026-07-21 07:41:15,DEV-018,v1.1.0,54.27,67.62,3.89,0.49,-68,E404,ERROR
2026-07-21 07:41:16,DEV-003,v1.0.2,70.63,38.17,4.0,0.31,-59,E500,OK
2026-07-21 07:41:17,DEV-006,v1.0.2,30.45,81.92,4.94,2.0,-43,E101,WARN
2026-07-21 07:41:18,DEV-004,v1.0.2,63.41,39.69,3.82,1.57,-30,E00,OK
2026-07-21 07:41:19,DEV-018,v2.0.1,87.14,51.0,4.03,0.24,-59,E101,CRITICAL
2026-07-21 07:41:20,DEV-015,v2.0.1,20.08,47.34,4.17,0.99,-62,E500,ERROR
2026-07-21 07:41:21,DEV-005,v1.1.0,70.94,37.35,3.83,1.32,-71,E00,OK
2026-07-21 07:41:22,DEV-002,v1.1.0,52.79,51.16,3.87,0.85,-97,E404,OK
2026-07-21 07:41:23,DEV-013,v1.1.0,16.88,46.35,4.07,1.77,-67,E500,ERROR
2026-07-21 07:41:24,DEV-015,v1.1.0,62.86,53.4,3.79,0.63,-42,E101,ERROR
2026-07-21 07:41:25,DEV-013,v2.0.1,51.35,54.11,3.46,1.55,-88,E202,OK
2026-07-21 07:41:26,DEV-005,v1.0.2,19.97,77.52,4.31,1.79,-61,E101,OK
2026-07-21 07:41:27,DEV-019,v1.1.0,40.54,76.66,3.8,0.37,-69,E00,WARN
2026-07-21 07:41:28,DEV-007,v1.0.2,83.15,77.42,4.49,0.49,-97,E00,CRITICAL
2026-07-21 07:41:29,DEV-007,v1.0.2,16.6,69.0,3.12,1.24,-53,E00,CRITICAL
2026-07-21 07:41:30,DEV-006,v2.0.1,88.35,45.79,4.75,0.49,-63,E00,CRITICAL
