timestamp,device_id,firmware_version,temperature,humidity,voltage,current_draw,signal_strength,error_code,status
2026-07-21 07:40:08,DEV-013,v1.1.0,16.83,64.34,3.95,2.35,-94,E404,OK
2026-07-21 07:40:09,DEV-002,v1.0.2,30.98,48.97,4.47,0.59,-44,E500,CRITICAL
2026-07-21 07:40:10,DEV-017,v1.1.0,55.07,87.8,4.62,0.31,-75,E404,WARN
2026-07-21 07:40:11,DEV-009,v2.0.1,18.66,55.93,4.07,1.04,-95,E202,WARN
2026-07-21 07:40:12,DEV-017,v1.0.2,78.05,41.58,3.35,2.15,-80,E101,OK
2026-07-21 07:40:13,DEV-011,v1.1.0,16.99,51.62,4.23,1.87,-97,E00,CRITICAL
2026-07-21 07:40:14,DEV-018,v1.0.2,33.69,54.11,3.81,0.68,-53,E101,OK
2026-07-21 07:40:15,DEV-001,v1.0.2,58.01,44.18,4.59,2.18,-63,E00,WARN
2026-07-21 07:40:16,DEV-014,v1.1.0,43.11,50.12,4.94,1.39,-44,E101,WARN
2026-07-21 07:40:17,DEV-018,v1.0.2,69.92,38.74,3.32,2.24,-47,E202,ERROR
2026-07-21 07:40:18,DEV-007,v1.1.0,43.22,32.22,3.86,0.74,-89,E500,OK
2026-07-21 07:40:19,DEV-019,v1.0.2,20.57,36.73,3.56,2.41,-52,E00,ERROR
2026-07-21 07:40:20,DEV-014,v1.1.0,85.86,40.56,3.32,0.5,-69,E404,OK
2026-07-21 07:40:21,DEV-017,v1.0.2,81.69,63.99,4.71,0.48,-82,E404,WARN
2026-07-21 07:40:22,DEV-004,v1.0.2,58.65,89.82,4.45,1.37,-90,E500,ERROR
2026-07-21 07:40:23,DEV-013,v1.1.0,75.96,86.04,3.33,2.26,-61,E404,ERROR
2026-07-21 07:40:24,DEV-002,v1.0.2,94.81,40.48,3.32,2.38,-89,E404,ERROR
2026-07-21 07:40:25,DEV-003,v2.0.1,82.73,41.54,4.07,2.19,-37,E202,OK
2026-07-21 07:40:26,DEV-001,v2.0.1,45.89,69.79,3.69,0.12,-84,E00,CRITICAL
2026-07-21 07:40:27,DEV-001,v2.0.1,30.4,80.75,4.89,0.76,-98,E101,WARN
2026-07-21 07:40:28,DEV-014,v1.1.0,58.83,41.48,4.86,2.2,-81,E500,CRITICAL
2026-07-21 07:40:29,DEV-003,v1.0.2,17.24,31.45,4.72,1.71,-69,E00,OK
2026-07-21 07:40:30,DEV-008,v1.0.2,45.57,85.76,4.05,1.24,-50,E101,CRITICAL
2026-07-21 07:40:31,DEV-001,v1.0.2,74.59,53.67,3.51,0.45,-54,E101,ERROR
2026-07-21 07:40:32,DEV-011,v2.0.1,89.77,61.25,3.67,0.77,-87,E202,WARN
2026-07-21 07:40:33,DEV-012,v1.0.2,26.07,60.3,3.86,0.56,-38,E101,ERROR
2026-07-21 07:40:34,DEV-015,v2.0.1,85.67,49.87,4.38,1.92,-55,E101,CRITICAL
2026-07-21 07:40:35,DEV-007,v1.1.0,52.31,52.93,4.62,1.84,-89,E202,OK
2026-07-21 07:40:36,DEV-007,v1.0.2,23.78,53.75,4.68,1.33,-54,E202,OK
2026-07-21 07:40:37,DEV-018,v1.1.0,15.91,80.41,4.88,1.39,-65,E404,WARN
2026-07-21 07:40:38,DEV-014,v1.1.0,50.95,86.02,3.89,1.17,-61,E500,WARN
