timestamp,device_id,firmware_version,temperature,humidity,voltage,current_draw,signal_strength,error_code,status
2026-07-21 07:40:08,DEV-006,v1.0.2,34.67,79.13,3.12,2.14,-71,E101,WARN
2026-07-21 07:40:09,DEV-005,v2.0.1,29.87,42.44,3.77,0.34,-36,E404,CRITICAL
2026-07-21 07:40:10,DEV-009,v2.0.1,59.67,63.65,4.58,1.08,-65,E404,OK
2026-07-21 07:40:11,DEV-007,v2.0.1,30.79,58.3,4.95,2.26,-79,E404,OK
2026-07-21 07:40:12,DEV-005,v1.1.0,76.8,60.98,4.72,1.04,-66,E00,WARN
2026-07-21 07:40:13,DEV-010,v2.0.1,56.21,37.41,4.73,0.89,-47,E404,WARN
2026-07-21 07:40:14,DEV-003,v1.1.0,40.6,45.01,4.04,1.05,-42,E101,ERROR
2026-07-21 07:40:15,DEV-013,v1.1.0,76.81,45.74,4.92,0.84,-54,E101,OK
2026-07-21 07:40:16,DEV-009,v1.1.0,34.03,43.88,4.17,1.62,-71,E00,CRITICAL
2026-07-21 07:40:17,DEV-007,v1.1.0,89.1,55.08,4.69,1.54,-44,E202,CRITICAL
2026-07-21 07:40:18,DEV-009,v2.0.1,20.19,36.03,3.52,2.23,-56,E101,CRITICAL
2026-07-21 07:40:19,DEV-014,v2.0.1,63.08,53.28,3.3,0.42,-44,E101,WARN
2026-07-21 07:40:20,DEV-020,v1.0.2,68.16,81.93,3.45,1.0,-43,E101,WARN
2026-07-21 07:40:21,DEV-004,v1.0.2,84.47,65.28,4.75,0.95,-38,E101,OK
2026-07-21 07:40:22,DEV-010,v1.1.0,56.86,48.57,3.82,0.78,-30,E101,ERROR
2026-07-21 07:40:23,DEV-004,v1.0.2,65.67,65.76,4.63,1.34,-81,E202,WARN
2026-07-21 07:40:24,DEV-005,v2.0.1,40.62,46.01,3.31,0.85,-61,E404,ERROR
2026-07-21 07:40:25,DEV-015,v1.0.2,74.31,53.09,4.52,0.61,-60,E404,ERROR
2026-07-21 07:40:26,DEV-001,v2.0.1,35.58,60.35,3.9,0.99,-67,E202,CRITICAL
2026-07-21 07:40:27,DEV-014,v2.0.1,27.95,86.97,3.36,1.81,-73,E00,OK
2026-07-21 07:40:28,DEV-005,v1.1.0,31.53,40.14,4.39,1.09,-46,E404,WARN
2026-07-21 07:40:29,DEV-003,v2.0.1,76.52,60.24,4.1,1.49,-74,E202,OK
2026-07-21 07:40:30,DEV-019,v1.0.2,44.16,88.56,4.89,0.2,-52,E202,WARN
2026-07-21 07:40:31,DEV-001,v2.0.1,63.91,51.44,3.37,2.24,-76,E500,OK
2026-07-21 07:40:32,DEV-004,v1.1.0,57.09,69.75,3.17,0.11,-38,E00,OK
2026-07-21 07:40:33,DEV-004,v1.0.2,93.49,43.93,4.99,0.11,-75,E202,OK
2026-07-21 07:40:34,DEV-010,v2.0.1,59.03,66.3,3.86,1.21,-67,E00,CRITICAL
2026-07-21 07:40:35,DEV-007,v1.0.2,53.66,87.76,3.53,0.41,-93,E00,OK
2026-07-21 07:40:36,DEV-010,v1.0.2,78.51,59.06,3.87,1.06,-86,E404,CRITICAL
2026-07-21 07:40:37,DEV-002,v1.1.0,23.56,63.19,4.79,0.84,-96,E101,OK
2026-07-21 07:40:38,DEV-010,v1.0.2,42.47,83.26,4.87,1.86,-38,E00,ERROR
2026-07-21 07:40:39,DEV-003,v2.0.1,70.33,61.62,4.78,1.12,-44,E404,ERROR
2026-07-21 07:40:40,DEV-012,v1.1.0,27.76,63.83,4.61,0.28,-70,E500,OK
2026-07-21 07:40:41,DEV-004,v2.0.1,44.58,69.51,4.02,0.17,-66,E00,WARN
2026-07-21 07:40:42,DEV-001,v1.1.0,47.56,80.78,3.86,1.47,-65,E404,CRITICAL
2026-07-21 07:40:43,DEV-016,v2.0.1,31.94,38.25,4.13,1.51,-92,E500,OK
2026-07-21 07:40:44,DEV-005,v1.0.2,33.38,79.2,3.55,0.31,-44,E500,WARN
2026-07-21 07:40:45,DEV-011,v1.1.0,16.95,72.27,3.2,2.16,-81,E500,OK
2026-07-21 07:40:46,DEV-010,v1.0.2,91.84,63.41,4.29,1.23,-41,E404,OK
2026-07-21 07:40:47,DEV-003,v1.1.0,62.56,43.3,4.35,1.22,-100,E202,WARN
2026-07-21 07:40:48,DEV-002,v1.0.2,67.35,80.76,3.56,1.31,-61,E00,WARN
2026-07-21 07:40:49,DEV-003,v2.0.1,35.95,39.66,3.95,1.29,-72,E404,ERROR
2026-07-21 07:40:50,DEV-013,v2.0.1,16.53,39.6,3.95,0.12,-81,E500,ERROR
2026-07-21 07:40:51,DEV-003,v1.0.2,49.52,76.79,4.77,1.55,-41,E101,ERROR
2026-07-21 07:40:52,DEV-003,v1.0.2,92.66,43.77,4.94,0.11,-39,E101,OK
2026-07-21 07:40:53,DEV-019,v1.0.2,21.01,32.41,4.71,1.77,-49,E500,WARN
2026-07-21 07:40:54,DEV-008,v1.1.0,17.11,38.34,4.19,0.71,-65,E00,CRITICAL
2026-07-21 07:40:55,DEV-002,v1.1.0,55.42,79.58,3.4,1.99,-92,E404,WARN
2026-07-21 07:40:56,DEV-017,v1.1.0,51.95,42.97,3.89,0.48,-31,E202,OK
2026-07-21 07:40:57,DEV-007,v1.0.2,20.76,62.17,3.63,1.33,-100,E500,WARN
2026-07-21 07:40:58,DEV-011,v1.1.0,85.28,39.48,4.59,0.61,-97,E500,CRITICAL
2026-07-21 07:40:59,DEV-008,v1.1.0,56.36,84.25,4.96,0.79,-58,E00,CRITICAL
2026-07-21 07:41:00,DEV-009,v2.0.1,15.34,75.26,4.52,1.3,-52,E500,OK
2026-07-21 07:41:01,DEV-019,v2.0.1,71.01,84.77,3.67,2.08,-40,E404,CRITICAL
2026-07-21 07:41:02,DEV-019,v1.0.2,69.69,32.42,4.85,0.68,-66,E202,ERROR
2026-07-21 07:41:03,DEV-010,v1.1.0,72.88,87.1,4.49,2.38,-41,E00,OK
2026-07-21 07:41:04,DEV-019,v2.0.1,33.71,65.07,4.69,0.94,-57,E202,WARN
2026-07-21 07:41:05,DEV-015,v2.0.1,31.19,34.13,4.02,1.54,-94,E00,ERROR
2026-07-21 07:41:06,DEV-013,v1.1.0,91.27,79.82,3.45,1.37,-59,E101,WARN
2026-07-21 07:41:07,DEV-003,v1.0.2,35.09,55.56,3.39,0.88,-88,E202,OK
2026-07-21 07:41:08,DEV-001,v1.0.2,94.97,60.69,3.18,2.38,-83,E00,CRITICAL
2026-07-21 07:41:09,DEV-018,v1.0.2,81.01,63.52,3.73,0.95,-33,E202,CRITICAL
2026-07-21 07:41:10,DEV-001,v1.1.0,52.77,78.51,3.27,1.98,-77,E404,WARN
2026-07-21 07:41:11,DEV-004,v2.0.1,17.99,46.26,3.48,1.89,-58,E202,OK
2026-07-21 07:41:12,DEV-010,v1.0.2,15.14,45.2,4.05,1.77,-78,E101,WARN
2026-07-21 07:41:13,DEV-002,v2.0.1,74.92,31.29,4.34,0.74,-100,E101,ERROR
2026-07-21 07:41:14,DEV-004,v1.0.2,42.86,48.16,4.64,0.94,-73,E00,ERROR
2026-07-21 07:41:15,DEV-011,v1.1.0,39.02,65.2,3.86,2.14,-38,E500,OK
2026-07-21 07:41:16,DEV-019,v1.0.2,61.79,63.77,3.15,1.72,-70,E202,WARN
2026-07-21 07:41:17,DEV-011,v1.1.0,26.61,87.13,4.73,0.82,-37,E404,CRITICAL
2026-07-21 07:41:18,DEV-007,v2.0.1,28.85,89.09,4.68,2.15,-38,E202,OK
2026-07-21 07:41:19,DEV-007,v2.0.1,41.56,72.33,4.25,2.28,-89,E00,WARN
2026-07-21 07:41:20,DEV-019,v1.1.0,34.71,56.81,3.45,0.26,-40,E202,CRITICAL
2026-07-21 07:41:21,DEV-014,v1.1.0,72.43,56.58,4.76,1.98,-74,E500,WARN
2026-07-21 07:41:22,DEV-010,v1.0.2,46.44,73.83,4.64,1.65,-55,E202,CRITICAL
2026-07-21 07:41:23,DEV-012,v2.0.1,26.03,54.39,4.32,1.65,-61,E202,OK
2026-07-21 07:41:24,DEV-015,v1.0.2,48.08,30.07,4.52,0.8,-44,E101,CRITICAL
2026-07-21 07:41:25,DEV-017,v1.0.2,62.66,36.88,4.16,1.66,-86,E500,CRITICAL
