timestamp,device_id,firmware_version,temperature,humidity,voltage,current_draw,signal_strength,error_code,status
2026-07-21 07:40:08,DEV-004,v2.0.1,67.79,49.68,3.89,0.86,-96,E101,OK
2026-07-21 07:40:09,DEV-006,v2.0.1,72.31,41.3,4.44,1.97,-56,E202,ERROR
2026-07-21 07:40:10,DEV-018,v2.0.1,78.04,46.12,3.44,1.03,-48,E00,CRITICAL
2026-07-21 07:40:11,DEV-012,v2.0.1,17.48,41.15,3.56,2.4,-45,E404,OK
2026-07-21 07:40:12,DEV-015,v1.0.2,37.94,77.19,3.15,0.4,-67,E404,WARN
2026-07-21 07:40:13,DEV-009,v1.1.0,60.99,55.16,3.41,1.1,-66,E500,OK
2026-07-21 07:40:14,DEV-005,v1.0.2,68.66,79.25,3.65,1.87,-65,E101,WARN
2026-07-21 07:40:15,DEV-015,v1.1.0,38.07,79.75,3.31,1.33,-40,E404,CRITICAL
2026-07-21 07:40:16,DEV-007,v1.0.2,64.06,79.18,3.17,2.18,-43,E00,ERROR
2026-07-21 07:40:17,DEV-002,v1.0.2,18.9,37.78,4.51,0.39,-84,E202,CRITICAL
2026-07-21 07:40:18,DEV-020,v2.0.1,16.12,56.77,4.44,0.36,-49,E404,WARN
2026-07-21 07:40:19,DEV-006,v2.0.1,51.42,59.39,4.26,1.83,-89,E00,OK
2026-07-21 07:40:20,DEV-020,v1.1.0,45.95,54.47,3.89,0.65,-39,E404,OK
2026-07-21 07:40:21,DEV-017,v2.0.1,58.51,64.25,3.2,0.51,-31,E101,ERROR
2026-07-21 07:40:22,DEV-009,v2.0.1,42.13,83.84,4.05,1.63,-83,E500,WARN
2026-07-21 07:40:23,DEV-016,v1.0.2,42.72,84.72,4.26,2.27,-51,E500,OK
2026-07-21 07:40:24,DEV-017,v1.1.0,28.04,83.64,3.84,0.26,-76,E404,ERROR
2026-07-21 07:40:25,DEV-018,v2.0.1,70.21,63.69,3.97,1.22,-85,E00,OK
2026-07-21 07:40:26,DEV-001,v1.0.2,25.59,54.36,3.71,2.04,-74,E404,OK
2026-07-21 07:40:27,DEV-018,v1.0.2,55.26,62.79,3.25,0.1,-50,E00,WARN
2026-07-21 07:40:28,DEV-009,v1.0.2,59.87,43.6,4.78,1.14,-69,E202,CRITICAL
2026-07-21 07:40:29,DEV-006,v2.0.1,88.92,59.8,3.72,2.05,-31,E101,CRITICAL
2026-07-21 07:40:30,DEV-002,v2.0.1,48.2,63.22,3.62,0.71,-99,E00,OK
2026-07-21 07:40:31,DEV-005,v2.0.1,76.9,39.26,3.71,2.0,-58,E202,ERROR
2026-07-21 07:40:32,DEV-008,v1.0.2,27.01,36.63,4.4,0.45,-88,E202,WARN
2026-07-21 07:40:33,DEV-009,v1.0.2,58.61,38.44,3.76,0.4,-49,E00,CRITICAL
2026-07-21 07:40:34,DEV-020,v1.1.0,82.65,70.27,4.58,2.41,-60,E500,ERROR
2026-07-21 07:40:35,DEV-002,v1.1.0,81.09,47.57,4.84,0.7,-61,E500,CRITICAL
2026-07-21 07:40:36,DEV-007,v1.1.0,75.16,81.98,3.35,2.45,-41,E00,OK
2026-07-21 07:40:37,DEV-005,v1.1.0,31.95,76.62,4.06,0.12,-49,E500,CRITICAL
2026-07-21 07:40:38,DEV-005,v1.0.2,70.46,81.27,3.33,1.92,-71,E00,WARN
2026-07-21 07:40:39,DEV-011,v1.0.2,85.76,78.68,3.58,0.46,-66,E101,CRITICAL
2026-07-21 07:40:40,DEV-012,v2.0.1,42.01,68.06,4.43,1.33,-72,E101,CRITICAL
2026-07-21 07:40:41,DEV-008,v1.1.0,84.72,64.57,3.2,0.76,-81,E500,WARN
2026-07-21 07:40:42,DEV-008,v1.1.0,70.69,86.18,4.03,0.32,-63,E500,OK
2026-07-21 07:40:43,DEV-019,v1.0.2,59.25,84.38,4.4,0.81,-68,E00,WARN
2026-07-21 07:40:44,DEV-010,v1.0.2,22.28,30.94,4.06,0.2,-49,E404,ERROR
2026-07-21 07:40:45,DEV-016,v1.1.0,33.53,89.66,4.63,1.02,-90,E101,CRITICAL
2026-07-21 07:40:46,DEV-003,v2.0.1,43.06,56.04,4.42,1.11,-90,E404,ERROR
2026-07-21 07:40:47,DEV-012,v2.0.1,65.27,40.2,3.15,1.15,-54,E00,WARN
2026-07-21 07:40:48,DEV-010,v1.1.0,18.7,50.6,3.81,2.33,-33,E00,OK
2026-07-21 07:40:49,DEV-020,v1.0.2,76.93,69.71,4.04,1.97,-70,E404,OK
