timestamp,device_id,firmware_version,temperature,humidity,voltage,current_draw,signal_strength,error_code,status
2026-07-21 07:40:08,DEV-012,v1.0.2,79.61,34.33,4.04,1.71,-55,E202,OK
2026-07-21 07:40:09,DEV-018,v1.1.0,29.3,70.02,3.54,0.35,-45,E202,OK
2026-07-21 07:40:10,DEV-020,v1.1.0,72.8,69.86,4.16,1.29,-67,E202,OK
2026-07-21 07:40:11,DEV-010,v1.0.2,29.6,62.93,4.16,0.45,-94,E101,WARN
2026-07-21 07:40:12,DEV-012,v1.0.2,58.93,38.44,4.19,1.94,-57,E101,OK
2026-07-21 07:40:13,DEV-019,v2.0.1,81.8,78.61,4.12,0.9,-60,E00,OK
2026-07-21 07:40:14,DEV-017,v1.0.2,34.85,49.68,4.76,1.61,-60,E202,WARN
2026-07-21 07:40:15,DEV-013,v2.0.1,61.09,76.25,4.32,1.85,-94,E500,CRITICAL
2026-07-21 07:40:16,DEV-002,v2.0.1,82.94,68.2,4.82,2.07,-90,E404,ERROR
2026-07-21 07:40:17,DEV-018,v1.0.2,28.5,82.74,3.61,1.13,-60,E404,OK
2026-07-21 07:40:18,DEV-016,v2.0.1,83.02,64.17,3.56,0.58,-36,E00,ERROR
2026-07-21 07:40:19,DEV-001,v1.0.2,74.13,70.58,4.16,1.03,-70,E00,OK
2026-07-21 07:40:20,DEV-020,v1.0.2,84.24,89.47,4.65,2.41,-93,E202,CRITICAL
2026-07-21 07:40:21,DEV-012,v1.1.0,88.01,57.75,3.62,1.97,-49,E500,ERROR
2026-07-21 07:40:22,DEV-010,v2.0.1,72.5,54.21,3.58,0.69,-50,E500,WARN
2026-07-21 07:40:23,DEV-001,v1.1.0,66.86,44.44,3.6,0.37,-83,E500,OK
2026-07-21 07:40:24,DEV-018,v1.1.0,53.66,34.6,3.41,0.66,-47,E500,WARN
2026-07-21 07:40:25,DEV-011,v1.0.2,72.65,70.7,3.13,0.75,-52,E500,ERROR
2026-07-21 07:40:26,DEV-003,v2.0.1,49.34,31.56,3.55,1.68,-92,E500,ERROR
2026-07-21 07:40:27,DEV-010,v1.1.0,23.45,39.29,4.26,0.51,-95,E00,OK
2026-07-21 07:40:28,DEV-002,v2.0.1,54.28,57.33,3.46,2.24,-34,E404,OK
2026-07-21 07:40:29,DEV-019,v1.0.2,88.15,82.64,4.95,1.93,-45,E404,ERROR
2026-07-21 07:40:30,DEV-007,v2.0.1,23.39,69.91,4.05,0.28,-82,E101,CRITICAL
2026-07-21 07:40:31,DEV-001,v1.0.2,61.43,77.63,4.16,1.28,-88,E500,OK
