timestamp,device_id,firmware_version,temperature,humidity,voltage,current_draw,signal_strength,error_code,status
2026-07-21 07:40:08,DEV-001,v1.1.0,59.92,66.81,4.66,1.72,-43,E404,ERROR
2026-07-21 07:40:09,DEV-007,v1.0.2,58.2,79.44,4.26,0.21,-43,E202,ERROR
2026-07-21 07:40:10,DEV-010,v1.1.0,34.95,51.96,3.62,2.05,-45,E00,CRITICAL
2026-07-21 07:40:11,DEV-013,v1.0.2,78.15,59.83,4.31,0.89,-38,E202,OK
2026-07-21 07:40:12,DEV-009,v1.0.2,79.73,66.05,4.95,1.92,-56,E101,OK
2026-07-21 07:40:13,DEV-017,v2.0.1,60.59,43.76,4.22,2.11,-57,E202,WARN
2026-07-21 07:40:14,DEV-001,v2.0.1,67.31,40.39,3.6,1.3,-39,E202,WARN
2026-07-21 07:40:15,DEV-012,v1.0.2,24.82,79.07,4.3,0.36,-57,E404,ERROR
2026-07-21 07:40:16,DEV-020,v2.0.1,92.23,69.27,4.22,0.61,-95,E500,ERROR
2026-07-21 07:40:17,DEV-001,v1.0.2,93.91,50.6,3.7,2.46,-67,E202,ERROR
2026-07-21 07:40:18,DEV-015,v2.0.1,68.14,50.56,3.16,0.21,-67,E202,ERROR
2026-07-21 07:40:19,DEV-011,v1.1.0,16.06,64.12,3.29,2.35,-91,E00,ERROR
2026-07-21 07:40:20,DEV-001,v2.0.1,18.98,36.04,3.96,2.26,-52,E404,WARN
2026-07-21 07:40:21,DEV-013,v2.0.1,51.36,77.63,3.27,0.43,-32,E101,OK
2026-07-21 07:40:22,DEV-019,v1.0.2,63.77,83.5,3.97,1.48,-31,E202,WARN
2026-07-21 07:40:23,DEV-016,v1.1.0,89.57,84.45,4.31,0.49,-94,E101,CRITICAL
2026-07-21 07:40:24,DEV-010,v1.1.0,83.57,71.87,4.05,2.38,-45,E00,WARN
2026-07-21 07:40:25,DEV-016,v2.0.1,69.34,64.98,4.73,0.94,-47,E404,ERROR
2026-07-21 07:40:26,DEV-015,v1.0.2,64.77,48.91,4.65,0.89,-91,E202,CRITICAL
2026-07-21 07:40:27,DEV-001,v2.0.1,26.76,69.79,3.54,2.37,-84,E101,ERROR
2026-07-21 07:40:28,DEV-002,v2.0.1,33.42,47.27,4.06,0.27,-49,E500,ERROR
2026-07-21 07:40:29,DEV-010,v2.0.1,15.52,55.31,3.57,1.03,-62,E404,OK
2026-07-21 07:40:30,DEV-010,v1.1.0,21.2,34.39,4.29,1.1,-96,E500,CRITICAL
2026-07-21 07:40:31,DEV-011,v1.1.0,47.77,51.54,3.17,2.34,-54,E202,CRITICAL
2026-07-21 07:40:32,DEV-004,v2.0.1,94.86,38.99,3.98,2.24,-36,E00,ERROR
2026-07-21 07:40:33,DEV-009,v2.0.1,27.55,87.1,3.7,1.42,-74,E500,WARN
2026-07-21 07:40:34,DEV-013,v1.0.2,84.97,43.57,4.28,0.28,-57,E00,OK
2026-07-21 07:40:35,DEV-003,v1.1.0,86.51,70.39,4.56,1.25,-39,E00,OK
2026-07-21 07:40:36,DEV-016,v2.0.1,78.05,68.64,3.88,1.23,-47,E00,CRITICAL
2026-07-21 07:40:37,DEV-007,v1.0.2,85.31,43.53,4.62,2.24,-35,E101,WARN
2026-07-21 07:40:38,DEV-018,v1.0.2,30.82,75.02,4.61,0.24,-86,E500,CRITICAL
2026-07-21 07:40:39,DEV-013,v1.0.2,77.88,58.94,3.35,0.71,-35,E202,ERROR
2026-07-21 07:40:40,DEV-016,v2.0.1,92.61,85.35,3.51,1.87,-31,E101,OK
2026-07-21 07:40:41,DEV-010,v1.0.2,17.18,37.8,3.81,1.24,-34,E00,ERROR
2026-07-21 07:40:42,DEV-008,v2.0.1,93.45,43.43,4.61,0.45,-96,E500,CRITICAL
2026-07-21 07:40:43,DEV-014,v1.0.2,82.36,55.12,4.72,0.13,-37,E202,CRITICAL
2026-07-21 07:40:44,DEV-003,v1.1.0,41.3,42.88,4.63,1.28,-86,E00,CRITICAL
2026-07-21 07:40:45,DEV-006,v1.0.2,27.83,75.36,3.77,2.05,-40,E202,ERROR
2026-07-21 07:40:46,DEV-020,v2.0.1,78.91,85.55,4.17,1.85,-57,E202,CRITICAL
2026-07-21 07:40:47,DEV-015,v1.1.0,55.72,46.17,3.45,0.6,-67,E202,OK
2026-07-21 07:40:48,DEV-006,v1.1.0,87.54,66.3,4.43,2.48,-41,E202,OK
2026-07-21 07:40:49,DEV-018,v1.0.2,62.77,37.38,4.76,0.97,-66,E202,CRITICAL
2026-07-21 07:40:50,DEV-019,v2.0.1,91.6,78.88,3.23,0.85,-34,E500,ERROR
2026-07-21 07:40:51,DEV-004,v2.0.1,60.08,51.64,3.21,0.58,-82,E101,OK
2026-07-21 07:40:52,DEV-008,v1.1.0,67.26,52.68,4.29,1.99,-30,E00,CRITICAL
2026-07-21 07:40:53,DEV-003,v2.0.1,74.62,41.11,4.84,0.54,-75,E500,WARN
2026-07-21 07:40:54,DEV-008,v1.0.2,77.61,70.15,3.42,1.37,-38,E404,WARN
2026-07-21 07:40:55,DEV-010,v1.1.0,90.31,41.43,3.61,0.9,-38,E101,CRITICAL
2026-07-21 07:40:56,DEV-006,v2.0.1,29.54,60.5,4.96,2.37,-42,E500,ERROR
2026-07-21 07:40:57,DEV-009,v2.0.1,33.06,63.9,4.66,0.7,-33,E202,ERROR
2026-07-21 07:40:58,DEV-010,v2.0.1,69.91,52.62,4.8,0.72,-81,E500,OK
2026-07-21 07:40:59,DEV-007,v1.0.2,55.2,39.29,3.32,0.36,-42,E202,WARN
2026-07-21 07:41:00,DEV-018,v1.1.0,26.98,38.33,3.49,0.33,-50,E404,OK
2026-07-21 07:41:01,DEV-006,v1.0.2,54.83,87.27,3.27,2.14,-84,E202,ERROR
2026-07-21 07:41:02,DEV-018,v1.1.0,39.69,52.44,4.36,0.12,-70,E00,ERROR
2026-07-21 07:41:03,DEV-003,v1.1.0,37.12,51.69,4.26,0.55,-34,E101,WARN
2026-07-21 07:41:04,DEV-009,v2.0.1,62.11,81.75,3.45,1.32,-41,E404,OK
2026-07-21 07:41:05,DEV-012,v1.0.2,87.63,77.24,4.83,1.63,-93,E404,WARN
2026-07-21 07:41:06,DEV-015,v2.0.1,40.51,47.49,4.3,1.97,-57,E101,CRITICAL
2026-07-21 07:41:07,DEV-009,v1.1.0,26.63,40.76,3.42,0.99,-95,E500,WARN
2026-07-21 07:41:08,DEV-014,v1.1.0,48.57,37.89,4.42,1.19,-90,E202,OK
2026-07-21 07:41:09,DEV-001,v2.0.1,22.47,68.11,3.25,0.34,-30,E101,OK
2026-07-21 07:41:10,DEV-002,v1.0.2,63.82,38.66,4.4,2.39,-33,E00,WARN
2026-07-21 07:41:11,DEV-019,v1.1.0,89.48,55.96,3.25,0.28,-80,E101,OK
2026-07-21 07:41:12,DEV-002,v1.0.2,43.29,39.49,4.16,1.46,-98,E00,OK
