timestamp,device_id,firmware_version,temperature,humidity,voltage,current_draw,signal_strength,error_code,status
2026-07-21 07:40:08,DEV-014,v2.0.1,39.93,80.07,4.78,0.69,-56,E101,CRITICAL
2026-07-21 07:40:09,DEV-012,v1.1.0,35.65,62.81,3.94,1.27,-45,E00,OK
2026-07-21 07:40:10,DEV-008,v1.0.2,85.91,59.72,4.62,2.1,-98,E500,ERROR
2026-07-21 07:40:11,DEV-020,v1.1.0,22.13,43.23,4.91,1.9,-97,E404,CRITICAL
2026-07-21 07:40:12,DEV-001,v1.0.2,38.06,40.94,3.31,2.19,-90,E404,OK
2026-07-21 07:40:13,DEV-015,v1.1.0,20.0,65.73,3.72,2.39,-32,E00,CRITICAL
2026-07-21 07:40:14,DEV-019,v2.0.1,66.07,52.51,3.44,2.13,-46,E00,CRITICAL
2026-07-21 07:40:15,DEV-020,v1.0.2,45.99,32.92,3.76,1.95,-32,E404,OK
2026-07-21 07:40:16,DEV-017,v1.0.2,60.71,50.5,3.22,2.28,-96,E00,CRITICAL
2026-07-21 07:40:17,DEV-007,v1.0.2,54.87,32.55,3.81,1.21,-65,E500,OK
2026-07-21 07:40:18,DEV-014,v2.0.1,44.51,48.8,4.37,1.48,-30,E00,CRITICAL
2026-07-21 07:40:19,DEV-001,v1.1.0,87.83,74.93,4.24,1.02,-52,E202,WARN
2026-07-21 07:40:20,DEV-004,v1.1.0,24.04,89.54,3.16,1.06,-37,E101,OK
2026-07-21 07:40:21,DEV-005,v1.0.2,20.14,61.93,3.77,2.44,-89,E00,WARN
2026-07-21 07:40:22,DEV-014,v1.1.0,29.19,42.3,3.25,0.81,-90,E404,ERROR
2026-07-21 07:40:23,DEV-011,v1.0.2,42.67,61.19,4.25,0.24,-53,E202,ERROR
2026-07-21 07:40:24,DEV-001,v2.0.1,31.17,55.55,4.34,1.12,-76,E404,CRITICAL
2026-07-21 07:40:25,DEV-007,v1.0.2,85.69,30.19,4.16,0.49,-95,E404,WARN
2026-07-21 07:40:26,DEV-008,v1.0.2,19.5,89.64,3.11,1.11,-45,E00,OK
2026-07-21 07:40:27,DEV-012,v1.1.0,38.95,68.19,3.27,1.24,-39,E101,ERROR
2026-07-21 07:40:28,DEV-015,v1.1.0,37.53,48.15,4.39,1.73,-83,E500,OK
2026-07-21 07:40:29,DEV-006,v1.0.2,89.69,42.56,3.77,0.94,-91,E500,WARN
2026-07-21 07:40:30,DEV-015,v1.1.0,42.51,49.92,4.95,0.66,-92,E101,CRITICAL
2026-07-21 07:40:31,DEV-009,v1.1.0,51.01,84.34,4.8,0.96,-36,E404,CRITICAL
2026-07-21 07:40:32,DEV-012,v2.0.1,32.1,33.8,4.1,0.32,-97,E404,CRITICAL
2026-07-21 07:40:33,DEV-012,v1.0.2,85.87,43.93,3.83,1.55,-79,E404,OK
2026-07-21 07:40:34,DEV-007,v1.0.2,74.88,80.16,4.4,1.0,-65,E500,ERROR
2026-07-21 07:40:35,DEV-019,v1.1.0,78.79,44.23,3.95,0.47,-36,E00,CRITICAL
2026-07-21 07:40:36,DEV-015,v2.0.1,15.96,62.39,4.8,1.73,-39,E500,OK
2026-07-21 07:40:37,DEV-002,v1.0.2,44.43,60.7,3.26,1.62,-84,E500,CRITICAL
