timestamp,device_id,firmware_version,temperature,humidity,voltage,current_draw,signal_strength,error_code,status
2026-07-21 07:40:08,DEV-009,v1.0.2,23.2,71.18,4.04,1.17,-42,E202,ERROR
2026-07-21 07:40:09,DEV-002,v2.0.1,15.62,60.68,4.43,1.97,-57,E101,ERROR
2026-07-21 07:40:10,DEV-009,v1.1.0,73.83,46.4,4.64,0.29,-96,E404,OK
2026-07-21 07:40:11,DEV-007,v1.0.2,40.38,34.08,4.74,0.49,-56,E101,OK
2026-07-21 07:40:12,DEV-006,v1.0.2,52.59,51.84,3.85,1.74,-78,E500,ERROR
2026-07-21 07:40:13,DEV-006,v1.0.2,71.09,64.45,3.75,0.23,-86,E00,ERROR
2026-07-21 07:40:14,DEV-006,v1.1.0,90.34,86.27,4.45,0.97,-88,E00,WARN
2026-07-21 07:40:15,DEV-015,v1.1.0,34.08,70.81,4.59,0.33,-46,E500,WARN
2026-07-21 07:40:16,DEV-010,v1.1.0,69.92,31.42,3.67,1.05,-71,E00,CRITICAL
2026-07-21 07:40:17,DEV-004,v1.1.0,24.02,74.78,4.71,1.29,-41,E404,OK
2026-07-21 07:40:18,DEV-020,v2.0.1,64.82,38.32,3.52,1.68,-77,E404,OK
2026-07-21 07:40:19,DEV-011,v1.1.0,82.12,74.52,3.49,2.32,-56,E404,OK
2026-07-21 07:40:20,DEV-006,v1.0.2,74.05,55.26,4.23,0.57,-72,E101,CRITICAL
2026-07-21 07:40:21,DEV-013,v1.1.0,93.42,46.29,3.16,2.36,-85,E202,WARN
2026-07-21 07:40:22,DEV-002,v2.0.1,22.85,39.99,3.47,1.14,-82,E101,ERROR
2026-07-21 07:40:23,DEV-010,v1.0.2,61.08,75.65,4.76,1.05,-60,E00,ERROR
2026-07-21 07:40:24,DEV-012,v2.0.1,22.47,47.37,4.26,2.15,-55,E00,WARN
2026-07-21 07:40:25,DEV-015,v1.0.2,18.09,85.22,3.76,1.71,-35,E202,WARN
2026-07-21 07:40:26,DEV-008,v1.1.0,58.6,80.72,4.48,0.31,-64,E101,CRITICAL
2026-07-21 07:40:27,DEV-015,v1.1.0,75.29,73.83,4.74,0.65,-89,E500,WARN
2026-07-21 07:40:28,DEV-017,v2.0.1,74.61,85.21,3.19,2.02,-94,E404,ERROR
2026-07-21 07:40:29,DEV-019,v1.0.2,42.73,48.84,4.41,1.59,-78,E500,ERROR
2026-07-21 07:40:30,DEV-015,v1.0.2,38.44,33.19,3.85,1.31,-48,E101,ERROR
2026-07-21 07:40:31,DEV-018,v1.0.2,48.99,53.5,4.38,0.61,-55,E500,OK
2026-07-21 07:40:32,DEV-020,v2.0.1,78.78,52.48,3.86,0.72,-45,E500,CRITICAL
2026-07-21 07:40:33,DEV-001,v1.1.0,44.4,50.53,4.85,1.51,-87,E00,OK
2026-07-21 07:40:34,DEV-018,v1.1.0,66.43,67.45,4.44,2.41,-86,E404,WARN
2026-07-21 07:40:35,DEV-009,v1.0.2,87.2,74.33,3.81,2.35,-71,E202,WARN
2026-07-21 07:40:36,DEV-018,v1.1.0,94.19,63.66,3.37,0.73,-94,E00,OK
2026-07-21 07:40:37,DEV-019,v1.0.2,29.83,45.68,4.88,0.47,-32,E101,CRITICAL
2026-07-21 07:40:38,DEV-014,v2.0.1,35.08,76.48,4.45,1.93,-61,E202,WARN
2026-07-21 07:40:39,DEV-010,v1.1.0,24.01,82.55,3.52,1.93,-94,E101,OK
2026-07-21 07:40:40,DEV-006,v2.0.1,21.46,46.39,3.52,1.85,-46,E202,CRITICAL
2026-07-21 07:40:41,DEV-009,v1.1.0,35.72,45.6,4.06,2.0,-63,E404,OK
2026-07-21 07:40:42,DEV-010,v1.0.2,30.77,77.37,4.01,0.87,-59,E202,ERROR
2026-07-21 07:40:43,DEV-011,v1.1.0,66.54,43.7,3.79,0.36,-89,E202,ERROR
2026-07-21 07:40:44,DEV-003,v1.0.2,75.76,44.23,4.84,2.03,-84,E00,ERROR
2026-07-21 07:40:45,DEV-003,v2.0.1,53.14,52.8,3.46,2.02,-59,E404,ERROR
2026-07-21 07:40:46,DEV-016,v1.1.0,46.31,61.0,4.25,1.85,-87,E202,CRITICAL
2026-07-21 07:40:47,DEV-004,v2.0.1,94.41,81.23,3.23,2.2,-39,E500,WARN
2026-07-21 07:40:48,DEV-006,v1.0.2,23.53,81.2,4.86,0.5,-71,E404,OK
2026-07-21 07:40:49,DEV-020,v2.0.1,50.34,35.11,3.34,0.55,-48,E500,ERROR
2026-07-21 07:40:50,DEV-018,v1.1.0,35.16,88.08,3.73,1.01,-41,E202,WARN
2026-07-21 07:40:51,DEV-018,v1.0.2,55.17,79.26,4.91,1.94,-44,E404,ERROR
2026-07-21 07:40:52,DEV-009,v1.0.2,40.87,60.11,3.85,1.81,-80,E202,WARN
2026-07-21 07:40:53,DEV-008,v1.0.2,53.16,49.92,4.08,2.24,-42,E00,CRITICAL
2026-07-21 07:40:54,DEV-003,v2.0.1,41.04,59.15,4.91,1.09,-43,E500,ERROR
2026-07-21 07:40:55,DEV-003,v1.1.0,63.58,84.64,3.43,1.31,-76,E101,OK
2026-07-21 07:40:56,DEV-005,v2.0.1,43.92,47.51,4.28,1.98,-67,E00,CRITICAL
2026-07-21 07:40:57,DEV-016,v1.1.0,77.54,88.2,3.81,1.69,-37,E00,OK
2026-07-21 07:40:58,DEV-012,v1.1.0,57.7,53.76,3.9,0.11,-71,E101,CRITICAL
2026-07-21 07:40:59,DEV-007,v1.0.2,21.13,43.44,3.81,0.91,-100,E00,ERROR
2026-07-21 07:41:00,DEV-017,v2.0.1,28.64,88.49,4.42,0.55,-65,E101,CRITICAL
2026-07-21 07:41:01,DEV-005,v1.0.2,86.79,55.59,3.22,0.64,-75,E404,OK
2026-07-21 07:41:02,DEV-005,v1.1.0,76.66,54.41,3.12,0.41,-55,E500,ERROR
2026-07-21 07:41:03,DEV-006,v1.0.2,83.08,63.52,4.41,0.63,-58,E500,ERROR
2026-07-21 07:41:04,DEV-013,v1.1.0,80.88,36.73,3.27,0.31,-73,E00,OK
2026-07-21 07:41:05,DEV-004,v1.1.0,55.85,30.5,4.76,0.88,-100,E101,WARN
2026-07-21 07:41:06,DEV-020,v1.1.0,30.49,75.98,4.99,2.07,-47,E101,ERROR
2026-07-21 07:41:07,DEV-016,v1.0.2,61.67,69.52,4.67,1.89,-100,E202,ERROR
2026-07-21 07:41:08,DEV-013,v2.0.1,48.48,78.11,3.98,1.32,-41,E500,WARN
2026-07-21 07:41:09,DEV-019,v1.0.2,44.5,52.6,4.04,1.67,-60,E101,WARN
2026-07-21 07:41:10,DEV-001,v1.1.0,35.26,57.62,3.2,2.1,-45,E500,CRITICAL
2026-07-21 07:41:11,DEV-006,v1.1.0,16.64,88.91,3.6,1.76,-57,E404,CRITICAL
2026-07-21 07:41:12,DEV-009,v2.0.1,24.99,48.14,3.57,2.2,-36,E00,WARN
